id,path,question,a,b,c,d,answer
train_0067.jpg,train/train_0067.jpg,이 휴게소 이름은 무엇인가요?,평택호휴게소,강릉휴게소,부산휴게소,서울휴게소,a
train_0070.jpg,train/train_0070.jpg,더:단백 밀크티 한 팩에 들어있는 단백질 함량은 얼마인가요?,40g,30g,20g,10g,c
train_0071.jpg,train/train_0071.jpg,RER A 노선에서 Poissy 역은 어느 구간에 속해 있나요?,B1,A3,A1,A5,d
train_0072.jpg,train/train_0072.jpg,프로캄 레드 엑스 크림의 가격은 얼마인가요?,"10,000원","18,000원","40,000원","25,000원",d
train_0073.jpg,train/train_0073.jpg,스터디 모집 공고에 따르면 스터디가 열리는 시간은 언제인가요?,"매주 화, 목 저녁 7시",매주 금 저녁 8시,"매주 토, 일 오후 3시","매주 월, 수 저녁 6시",a
train_0074.jpg,train/train_0074.jpg,이 방수용 기구함과 소화전 사용법 중 첫 번째 단계는 무엇인가요?,밸브 닫기,호스 빼내기,밸브 열기,불 끄기,b
train_0076.jpg,train/train_0076.jpg,상자에 적힌 텍스트는 무엇을 의미하나요?,음료수,식수(?水),정수기 필터,생수,b
train_0077.jpg,train/train_0077.jpg,이미지 속 초밥 세트의 가격은 얼마인가요?,"€ 10,99","€ 13,50","€ 15,99","€ 20,00",c
train_0078.jpg,train/train_0078.jpg,이 안내문에 적힌 내용으로 알맞은 것은 무엇인가요?,문을 천천히 열어주세요~~,문 밖에 사람이 없습니다~~,문을 빨리 닫아주세요~~,문을 세게 닫아주세요~~,a
train_0079.jpg,train/train_0079.jpg,이 키보드에서 한글과 영어 입력을 전환하는 키는 무엇이라고 적혀 있나요?,한/영,Ctrl,Shift,Caps Lock,a
train_0080.jpg,train/train_0080.jpg,벽에 적힌 영어 문구 중 올바른 문장은 무엇인가요?,IF YOU LOVE PEOPLE YOU HAVE TIME TO JUDGE THEM,IF YOU LOVE PEOPLE YOU HAVE NO TIME TO JUDGE THEM,IF YOU JUDGE PEOPLE YOU HAVE TIME TO LOVE THEM,IF YOU JUDGE PEOPLE YOU HAVE NO TIME TO LOVE THEM,d
train_0081.jpg,train/train_0081.jpg,이 건물에서 11층에 위치한 학원의 이름은 무엇인가요?,소잠한의원,Lexis Korea,나주곰탕,노엘성형외과,b
train_0082.jpg,train/train_0082.jpg,사진에 보이는 Gillette Venus Comfortglide 화이트 티 면도기 세트의 할인된 가격은 얼마인가요?,"15,900원","9,900원","12,700원","7,900원",b
train_0083.jpg,train/train_0083.jpg,이 사진에 보이는 양념통 중 한 곳에 적힌 문자는 무엇인가요?,후추,고추가루,설탕,간장,b
train_0084.jpg,train/train_0084.jpg,"이 편의점 간판에 적힌 글씨 중, 판매하고 있는 품목으로 알맞은 것은 무엇인가요?",과일 및 채소,의류,전자제품,술과 담배,d
train_0085.jpg,train/train_0085.jpg,이 안내판은 어떤 캠퍼스의 배치도를 보여주고 있나요?,유성캠퍼스,수원캠퍼스,서울캠퍼스,부산캠퍼스,a
train_0087.jpg,train/train_0087.jpg,자판기에서 '레몬에이드' 음료수의 가격은 얼마인가요?,1200원,2000원,1500원,1300원,a
train_0088.jpg,train/train_0088.jpg,이 표지판에서 공원 내에서 금연을 하지 말라는 문구는 무엇인가요?,공원 내 금연해 주세요.,고성방가 및 음주를 자제해 주세요.,쓰레기는 되가져 가세요.,"목줄 착용, 배설물 수거를 잊지마세요.",a
train_0090.jpg,train/train_0090.jpg,롯데 시네마 건물에 임대 관련해 모집하고 있는 것은 무엇인가요?,점주 파격 모집,주차 공간 임대,영화 상영 시간 안내,직원 채용,a
train_0091.jpg,train/train_0091.jpg,이 가게의 이름은 무엇인가요?,선물가게,우도에서 왔어요 선물가게,딸콩 모자,우도 딸콩 가게,b
train_0094.jpg,train/train_0094.jpg,마우스 패드에 적힌 문구 중 'SSAFY' 바로 아래에 적힌 내용은 무엇인가요?,Samsung SW Academy For Young,Samsung Software Academy For Youth,Software AI Academy For Youth,Samsung SW·AI academy For Youth,d
train_0095.jpg,train/train_0095.jpg,'소나무 진정 시카 에어리 선스틱' 제품의 할인된 가격은 얼마인가요?,"23,910원","24,000원","17,010원","10,200원",c
train_0096.jpg,train/train_0096.jpg,베트남 쌀국수 메뉴판에 적힌 소고기 쌀국수의 가격은 얼마인가요?,"7,500원","5,000원","3,000원","10,000원",b
train_0097.jpg,train/train_0097.jpg,"이 이미지 속 노란색 안내문에 따르면, 교통비 환금을 더 알뜰하게 챙기려면 무엇에 K-패스만 추가해야 하나요?",교통카드에 K-패스만 추가,부산도시철도에 K-패스만 추가,동백패스에 K-패스만 추가,부산패스에 K-패스만 추가,c
train_0099.jpg,train/train_0099.jpg,이 조형물에 적혀 있는 글자는 무엇인가요?,부산광역시 관광 안내,자연과 함께하는 산책로,봉수대 가는 길,경관 조명 설치 구간,c
train_0102.jpg,train/train_0102.jpg,사진 속 과자 상자에 적힌 제품 이름은 무엇인가요?,초코파이,초코송이,초콜릿볼,초코칩,b
train_0103.jpg,train/train_0103.jpg,서울온 한의원에서 진료하지 않는 질환은 무엇인가요?,추나통증,자율신경,치과 치료,다이어트,c
train_0104.jpg,train/train_0104.jpg,이 제품의 용량은 얼마인가요?,200ml,100ml,50ml,150ml,b
train_0106.jpg,train/train_0106.jpg,사진 속 건물 앞에 설치된 현수막에 적힌 내용은 무엇인가요?,영업시간은 오전 9시부터 오후 6시까지입니다,주차는 건물 뒤편에 하세요,일반소비자 분들도 구매 가능합니다,모든 제품은 할인 판매 중입니다,c
train_0107.jpg,train/train_0107.jpg,이미지에 보이는 제품 중에서 '100% PURE'라고 적혀 있는 것은 무엇인가요?,HONEY,BLACK BEANS,TOMATO SOUP,WHOLE WHEAT PENNE PASTA,a
train_0110.jpg,train/train_0110.jpg,칠판에 적힌 '킹스머그컵'의 가격은 얼마인가요?,"\12,000","\15,000","\10,000","\20,000",b
train_0111.jpg,train/train_0111.jpg,이 사진 속 신호등 위에 빨간색으로 표시된 문구는 무엇인가요?,속도위반 단속중,차선변경 금지,불법주정차,안전운전하세요,c
train_0113.jpg,train/train_0113.jpg,이 광고판에 나오는 야구 선수의 등 번호는 무엇인가요?,7,17,27,71,b
train_0114.jpg,train/train_0114.jpg,이미지 속 노무현 후보의 슬로건은 무엇인가요?,국민후보 노무현,10년새도 썩은정치 못찾겠다 갈아마시자!,새로운 대한민국,이제는 안정입니다,c
train_0116.jpg,train/train_0116.jpg,사진 속 안내문에 적힌 내용은 무엇인가요?,테이블 위에 음식을 올리지 마세요,음료는 포장만 가능합니다,주문은 카운터에서 해주세요,1인 1음료 부탁드립니다,d
train_0119.jpg,train/train_0119.jpg,사진 속 컵밥 제품 중 오뚜기 브랜드의 '고추참치 마요덮밥'이 강조하고 있는 내용은 무엇인가요?,신제품 출시,10% 할인,20% UP,무료 증정,c
train_0120.jpg,train/train_0120.jpg,이 상자에 담긴 농산물은 무엇인가요?,양파,감자,고구마,사과,b
train_0121.jpg,train/train_0121.jpg,사진 속 카드에 적힌 교통카드 이름은 무엇인가요?,LINC,Express,marta,breeze,d
train_0122.jpg,train/train_0122.jpg,이미지 속 광고에서 '예쁘고 슬림한 바디라인 만들기'를 위해 강조하는 시술은 무엇인가요?,마사지,지방흡입,근육강화,피부관리,b
train_0124.jpg,train/train_0124.jpg,책상 위에 놓인 이름표에 적힌 이름은 무엇인가요?,박지현,김민수,안진호,이서연,c
train_0125.jpg,train/train_0125.jpg,이 식당의 간판에 적힌 주 메뉴는 무엇인가요?,비빔밥,불고기,김치찌개,칼국수,d
train_0126.jpg,train/train_0126.jpg,이 가게 간판에 적힌 이름은 무엇인가요?,Bushman,SUN CARE,MUSINSA BEAUTY,POP UP,c
train_0129.jpg,train/train_0129.jpg,이 행사 ‘2026 금융권 공동채용 박람회’가 열리는 날짜는 언제인가요?,2026년 7월 19일(수)~20일(목),2026년 8월 10일(수)~11일(목),2026년 9월 19일(수)~20일(목),2026년 8월 19일(수)~20일(목),d
train_0133.jpg,train/train_0133.jpg,이 표지판에 적힌 문구는 무엇인가요?,출입금지,통행금지,주차허용,주차금지,d
train_0134.jpg,train/train_0134.jpg,"""""청연한방병원"""" 간판에 적혀 있는 대표 전화번호는 무엇인가요?",1577-7275,1577-8020,1899-8020,1899-7275,b
train_0135.jpg,train/train_0135.jpg,이 사진 속에 적힌 문구는 무엇인가요?,문희는 딸기가 먹고시푼뎅 12.0,딸기가 먹고싶은 문희 12.0,문희는 딸기 푸딩 10.0,딸기 푸딩 15.0,a
train_0137.jpg,train/train_0137.jpg,CCTV 설치 안내 표지판에 명시된 CCTV 촬영 시간은 언제인가요?,오전 9시부터 오후 6시까지,24시간 연속 촬영/녹화,필요 시에만 촬영,오후 6시부터 오전 9시까지,b
train_0138.jpg,train/train_0138.jpg,이 종이에 적힌 와이파이 네트워크 이름(SSID)은 무엇인가요?,Traveler Network,Roamer Traveler,Roamer Guest,WiFi Guest,c
train_0140.jpg,train/train_0140.jpg,이미지 속에 보이는 음료 중 '프로틴' 함량이 41g이라고 적힌 제품은 무엇인가요?,뉴케어 오프로틴 41g,더단백 20g,프로틴 21g,뉴케어 오프로틴 25g,a
train_0141.jpg,train/train_0141.jpg,사진 속 감자칩 봉지에 적힌 맛은 무엇인가요?,Cheese flavour,Salted flavour,Caviar flavour,BBQ flavour,c
train_0142.jpg,train/train_0142.jpg,이 주문서에 적혀 있는 예시 상품 코드와 수량은 무엇인가요?,"1-2, 4","2-3, 5","3-1, 2","1-1, 3",d
train_0143.jpg,train/train_0143.jpg,이 사진에 있는 간판에 적힌 글자는 무엇인가요?,한강나들이,강화산책,강변산책,강화나들기,d
train_0144.jpg,train/train_0144.jpg,사진 속 '골목안식당' 간판에 적힌 전화번호는 무엇인가요?,T.999-8888,T.123-4567,T.863-9253,T.868-2412,c
train_0145.jpg,train/train_0145.jpg,이 빵집의 이름은 무엇인가요?,ETP BAKERY,ETF BAKERY EXPRESS,ETC BAKERY,ETF BAKERY,d
train_0147.jpg,train/train_0147.jpg,이 사진 속 건물에 적힌 간판 중에서 올바른 전화번호는 무엇인가요?,031-123-4567,476-5001,02-345-6789,010-9466-2996,b
train_0148.jpg,train/train_0148.jpg,인천대로 진입 금지 표지판에 따르면 어느 차량이 진입할 수 없나요?,소형 승용차,오토바이,자전거,2.5t 이상 차량,d
train_0149.jpg,train/train_0149.jpg,에이리스트 핸드드립 커피 제품의 가격은 얼마인가요?,"8,000원","7,500원","6,500원","5,500원",c
train_0150.jpg,train/train_0150.jpg,이 건물에 있는 '알앤 비성형외과'의 위치는 어디인가요?,4층,1층,2층,3층,d
train_0151.jpg,train/train_0151.jpg,이 사진의 안내판에 적혀 있는 산책로 이름은 무엇인가요?,이브이의 비밀산책로,숲속의 작은 길,자연의 비밀 코스,포켓몬의 숲길,a
train_0152.jpg,train/train_0152.jpg,"배너에 따르면, 심덕섭 군수님 당선 축하 메시지를 보낸 곳은 어디인가요?",모양지구대,고창농협,고창경찰서,고창교육청,b
train_0153.jpg,train/train_0153.jpg,사주카페 이안애의 위치는 어디인가요?,5층,1층,지하 1층,3층,a
train_0154.jpg,train/train_0154.jpg,이 건물에 있는 안경점의 이름은 무엇인가요?,돈까스킹,소문난 동태탕,와이케이 안경,역곡오리,c
train_0155.jpg,train/train_0155.jpg,이 건물의 7층과 8층에 위치한 병원 이름은 무엇인가요?,기린성형외과,유노성형외과,타유치과의원,히트성형외과,a
train_0156.jpg,train/train_0156.jpg,이 건물 2층에는 몇 개의 좌석이 있나요?,80 Seat,39 Seat,100 Seat,50 Seat,a
train_0157.jpg,train/train_0157.jpg,이 지하철 역 출구 번호는 무엇인가요?,1 출구,4 출구,3 출구,2 출구,a
train_0158.jpg,train/train_0158.jpg,이 안내문에서 생활쓰레기를 버릴 때 반드시 해야 하는 것은 무엇인가요?,생활쓰레기는 반드시 분리수거하여 종량제 봉투에 넣어 버려야 한다.,생활쓰레기는 아무 곳에나 버려도 된다.,생활쓰레기는 직접 소각해야 한다.,생활쓰레기는 한꺼번에 모아서 버려야 한다.,a
train_0159.jpg,train/train_0159.jpg,이 음식점의 대표 메뉴는 무엇인가요?,김치찌개,비빔밥,불고기,해물칼국수,d
train_0160.jpg,train/train_0160.jpg,"분리수거 안내문에 따르면, 음식물 쓰레기는 어떻게 배출해야 하나요?",음식물 쓰레기는 물기를 제거 후 전용 용기에 배출해주세요.,음식물 쓰레기는 배출 시간이 정해져 있지 않습니다.,음식물 쓰레기는 종량제 봉투에 담아 배출해주세요.,음식물 쓰레기는 일반 쓰레기와 함께 배출해주세요.,a
train_0161.jpg,train/train_0161.jpg,메뉴판에 따르면 '메가에이드'의 가격은 얼마인가요?,4.4,2.5,3.9,3.5,c
train_0162.jpg,train/train_0162.jpg,이미지의 전광판에 적힌 내용은 무엇인가요?,경기 종료를 알립니다,우천으로 인해 경기가 시작이 지연되었습니다,다음 경기는 내일입니다,경기 시간이 변경되었습니다,b
train_0164.jpg,train/train_0164.jpg,왼쪽 문 위에 적혀 있는 간판의 글자는 무엇인가요?,회조여관,서울여관,복덕방,서울복덕방,d
train_0165.jpg,train/train_0165.jpg,이 승강기는 어떤 용도의 승강기인가요?,전기용 승강기,고객용 승강기,비상용 승강기,화물용 승강기,b
train_0166.jpg,train/train_0166.jpg,왼쪽 건물 간판에 적힌 연구소 이름은 무엇인가요?,심리 평가 교육 센터,미술치료 연구소,아동청소년 발달심리 연구소,청소년 상담센터,c
train_0167.jpg,train/train_0167.jpg,이 그림 속에 보이는 간판에 적힌 식당 이름은 무엇인가요?,동루,대동루,대동식당,동경식당,b
train_0168.jpg,train/train_0168.jpg,두툽상어 수정란에서 부화까지 소요되는 시간은 얼마인가요?,약 100일,약 50일,약 30일,약 10일,a
train_0169.jpg,train/train_0169.jpg,"이미지에 적힌 경고문에 따르면, 당김줄을 어린이가 접근할 수 없도록 어떻게 해야 하나요?",당김줄을 자주 교체해야 한다,당김줄을 항상 풀어 놓아야 한다,어린이가 당김줄을 만져도 괜찮다,가구 등을 근처에 두어 접근을 막아야 한다,d
train_0170.jpg,train/train_0170.jpg,이 사진 속 네온사인에 적힌 글자는 무엇인가요?,VGOD,Two_x Vape,Ecigagallery,Monster,c
train_0171.jpg,train/train_0171.jpg,이미지 속 우유팩에 적힌 문구 중 올바른 내용은 무엇인가요?,서울우유는 우유를 사용하지 않습니다.,서울우유는 과일 우유만 만듭니다.,서울우유는 국산 우유를 사용합니다.,서울우유는 수입 우유를 사용합니다.,c
train_0172.jpg,train/train_0172.jpg,이 건물의 주소는 무엇인가요?,테헤란로 221,역삼로 212,강남대로 212,테헤란로 212,d
train_0174.jpg,train/train_0174.jpg,이미지에 적힌 '기본 에티켓을 충실히 지킨다'에서 교육에 해당하는 내용은 무엇인가요?,채용 과정 중 진중한 태도와 마음가짐을 유지한다.,SW·AI는 협업할수록 성장 기회가 커진다.,"시간약속, 바른 언행, 정리정돈 등 에티켓을 준수한다.",취업 후 업계 정보를 공유하는 인적 네트워크로 발전시킨다.,c
train_0175.jpg,train/train_0175.jpg,이 진열대의 상단에 표시된 음악 장르는 무엇인가요?,CLASSICAL,ROCK,JAZZ,POP,d
train_0176.jpg,train/train_0176.jpg,이 배너에는 어떤 프로젝트가 소개되어 있나요?,Rubber Duck Project Seoul 2022,Seoul Lantern Festival 2022,Han River Light Show 2022,Seoul Night Market 2022,a
train_0177.jpg,train/train_0177.jpg,요양기관에서 요양급여 자격 확인을 위해 제시를 요청할 수 있는 서류는 무엇인가요?,주민등록증 또는 여권,건강보험증 또는 신분증,건강진단서 또는 여권,운전면허증 또는 학생증,b
train_0178.jpg,train/train_0178.jpg,이 간판에 적힌 가게 이름은 무엇인가요?,광주 수완점,인생을 걸었습니다,짬뽕 전문점,도야 짬뽕,d
train_0179.jpg,train/train_0179.jpg,사진 속 두유 제품 '매일두유'의 주요 특징으로 맞는 것은?,고당 저단백 저칼로리,고열량 고지방,저당 고단백 필수템,무설탕 저지방,c
train_0181.jpg,train/train_0181.jpg,"소화전 사용법에 따르면, 화재 진압 후에 무엇을 해야 하나요?",소화전밸브를 원쪽으로 돌려서 개방한다,노즐을 잡고 관창(노즐)을 잡고 불이 난 곳까지 호스를 제거하여 불을 끈다,노즐을 닫는다,소화전밸브를 잠근다,d
train_0182.jpg,train/train_0182.jpg,화재 발생 시 초기 진압에 사용하는 장비는 무엇인가요?,소화기,소화전,소화장비,소화약제,b
train_0183.jpg,train/train_0183.jpg,이 이미지의 상단에 있는 'HIGH PRIORITY'라는 문구 바로 왼쪽에 있는 로고는 무엇인가요?,CNN,BBC,MTV,ESPN,c
train_0185.jpg,train/train_0185.jpg,이 가게에서 제공하는 와이파이 비밀번호는 무엇인가요?,guestwifi,wifi1234,afjg28fk22,password2024,c
train_0186.jpg,train/train_0186.jpg,이 건물에 입주해 있는 병원이나 클리닉 이름으로 올바른 것은 무엇인가요?,청담한의원,리앤웰성형외과의원,강남피부과,서울내과의원,b
train_0188.jpg,train/train_0188.jpg,이 간판에 적힌 음식 종류는 무엇인가요?,오코노미야키와 철판구이,회와 초밥,카레와 돈부리,스시와 라멘,a
train_0189.jpg,train/train_0189.jpg,이 건물 외벽에 걸린 대형 광고판에 적힌 브랜드 이름은 무엇인가요?,Gucci,Prada,Chanel,miu miu,d
train_0190.jpg,train/train_0190.jpg,이 버스 시간표에 따르면 평일 1번째 운행의 출발 시간은 언제인가요?,11:10,7:30,9:20,6:00,d
train_0191.jpg,train/train_0191.jpg,이 마트에서 핫도그 1+1 행사 가격은 얼마인가요?,"8,500원","12,000원","9,480원","10,000원",c
train_0192.jpg,train/train_0192.jpg,이 컵홀더의 가격은 얼마인가요?,"\10,800","\9,500","\11,900","\15,000",c
train_0193.jpg,train/train_0193.jpg,8월 4일 화요일 점심 B메뉴로 제공되는 파스타는 무엇인가요?,토마토카레라이스,맛초림탕수육,김가루양념밥,알리오올리오파스타,d
